age,speciality_years,speciality,wing,entry_level,occupation,intervention,ethnicity, sex,hours,country,target
52,10,Psychiatry,N,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
35,13,Opthalmology,SW,minor,Patient,Other, White, Male,44, United-States,0
34,3,Anaesthesiology,W,minor-medium,ER doctors,Therapeutic, White, Male,61, Mexico,0
42,10,Psychiatry,SW,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
26,15,Pulmonary,W,minor-medium,Patient,Surgical, White, Female,44, United-States,0
62,13,Opthalmology,W,minor,Patient,Other, White, Male,44, United-States,1
37,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
36,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,92, United-States,1
25,15,Pulmonary,W,minor,Patient,Anesthesia, White, Female,49, United-States,0
56,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,44, ?,1
23,12,Emergency,W,minor,Medical Assistants,Other, White, Female,33, United-States,0
22,10,Psychiatry,W,minor,ER doctors,Propaedeutic, White, Male,49, United-States,0
46,16,Pediatrics,W,high,Medical Assistants,Other, White, Female,27, United-States,0
50,12,Emergency,SE,high,Patient,Diagnostic, White, Female,66, United-States,0
50,15,Pulmonary,NW,minor-medium,Dietitian,Therapeutic, Black, Male,44, United-States,1
31,14,Gynecology/Urology,SW,medium-high,Therapist,Diagnostic, White, Female,44, United-States,1
23,10,Psychiatry,W,minor,Physician,Other, White, Male,44, United-States,0
26,12,Emergency,W,minor,Techs,Anesthesia, White, Male,22, Canada,0
25,4,Oncology,W,minor,Patient,Other, White, Male,44, Mexico,0
75,8,Orthopedic,W,minor-medium,Medical Assistants,Therapeutic, White, Male,22, United-States,0
36,15,Pulmonary,W,minor,Dietitian,Other, White, Female,44, United-States,0
56,7,Nephrology,W,minor-medium,Patient,Propaedeutic, White, Male,44, United-States,0
53,12,Emergency,W,high,Patient,Other, White, Male,49, United-States,1
36,14,Gynecology/Urology,W,minor-medium,Nurse,Diagnostic, White, Male,44, United-States,0
39,14,Gynecology/Urology,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
41,10,Psychiatry,S,minor-medium,Medical Assistants,Surgical, White, Female,38, United-States,1
47,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
46,12,Emergency,W,high,Therapist,Diagnostic, White, Female,47, United-States,0
40,15,Pulmonary,SW,minor-medium,Dietitian,Therapeutic, White, Male,5, United-States,1
35,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
20,12,Emergency,W,minor,Techs,Propaedeutic, White, Female,44, United-States,0
22,10,Psychiatry,W,minor,Techs,Anesthesia, White, Male,55, United-States,0
38,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
45,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
30,19,Endocrinology,W,minor,Dietitian,Other, White, Female,66, Germany,1
58,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
29,15,Pulmonary,W,minor,Dietitian,Other, White, Male,44, United-States,0
33,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
37,13,Opthalmology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
53,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
25,10,Psychiatry,W,minor,Therapist,Other, White, Male,44, United-States,0
36,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
20,12,Emergency, ?,minor, ?,Anesthesia, White, Male,44, United-States,0
30,15,Pulmonary,SE,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
39,16,Pediatrics,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,44, Taiwan,1
22,12,Emergency, ?,minor, ?,Anesthesia, White, Female,16, United-States,0
47,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
51,15,Pulmonary,W,minor,Medical Assistants,Other, White, Male,66, United-States,0
60,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
22,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
27,15,Pulmonary,W,minor,Therapist,Other, White, Male,48, United-States,0
27,10,Psychiatry,W,minor,Nurse,Anesthesia, White, Male,44, United-States,0
22,12,Emergency,W,minor,Therapist,Anesthesia, Black, Male,48, United-States,0
53,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,55, United-States,0
18,8,Orthopedic,W,minor,Techs,Anesthesia, White, Female,16, United-States,0
22,12,Emergency,NW,minor-medium,Techs,Therapeutic, White, Male,44, United-States,0
56,15,Pulmonary,NW,medium-high,Medical Assistants,Other, White, Male,44, United-States,0
20,10,Psychiatry,W,minor,Techs,Propaedeutic, Asian-Pac-Islander, Male,26, United-States,0
56,16,Pediatrics,S,minor-medium,Dietitian,Surgical, White, Female,44, United-States,1
19,12,Emergency,W,minor,Therapist,Anesthesia, White, Female,44, United-States,0
34,10,Psychiatry, ?,minor, ?,Anesthesia, Amer-Indian-Eskimo, Male,44, United-States,0
27,8,Orthopedic,W,minor,Medical Assistants,Anesthesia, Black, Female,44, United-States,0
64,15,Pulmonary, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,1
30,15,Pulmonary,W,minor,Gift Shop,Other, White, Female,44, United-States,0
35,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
36,4,Oncology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
49,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
47,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,0
58,15,Pulmonary,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
52,12,Emergency,SW,high,Therapist,Diagnostic, White, Male,71, United-States,1
49,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, Other, Male,44, United-States,0
73,10,Psychiatry,W,medium-high,Patient,Diagnostic, White, Male,41, United-States,1
83,10,Psychiatry, ?,minor-medium, ?,Therapeutic, White, Male,44, Canada,1
69,15,Pulmonary,W,minor-medium,Dietitian,Surgical, White, Female,39, United-States,1
72,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,0
58,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
99,15,Pulmonary,SW,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,0
73,12,Emergency,NW,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
71,8,Orthopedic,W,minor-medium,ER doctors,Therapeutic, White, Male,22, United-States,0
36,12,Emergency,NW,high,Techs,Diagnostic, Black, Female,44, United-States,0
50,15,Pulmonary,SE,high,Patient,Other, White, Female,55, United-States,0
41,10,Psychiatry,W,minor,ER doctors,Other, White, Male,55, United-States,0
46,10,Psychiatry,S,minor-medium,Patient,Therapeutic, White, Male,48, United-States,0
36,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
49,10,Psychiatry,S,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
49,15,Pulmonary,W,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,44, Japan,1
59,6,Radiology, ?,high, ?,Other, White, Female,16, United-States,0
33,10,Psychiatry,W,minor,ER doctors,Other, White, Male,55, Germany,0
27,12,Emergency,W,minor,Patient,Anesthesia, White, Male,50, United-States,0
49,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
48,14,Gynecology/Urology,W,high,Dietitian,Other, White, Female,47, United-States,0
57,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
36,10,Psychiatry,S,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,0
27,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,0
60,10,Psychiatry,W,minor,Medical Assistants,Other, White, Female,49, United-States,0
27,15,Pulmonary,W,minor,Dietitian,Anesthesia, Asian-Pac-Islander, Male,44, Taiwan,0
35,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
26,15,Pulmonary,W,minor,Dietitian,Other, White, Male,44, United-States,0
42,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,0
62,9,Gastroenterology,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
37,10,Psychiatry,W,high,Surgeons,Anesthesia, White, Female,44, United-States,0
47,10,Psychiatry,W,high,Nurse,Other, White, Female,26, United-States,0
55,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
29,15,Pulmonary,S,minor,Dietitian,Other, Other, Female,49, ?,0
36,16,Pediatrics,NW,minor,Dietitian,Other, White, Male,33, United-States,0
24,10,Psychiatry,W,minor,Patient,Other, White, Male,55, United-States,0
40,13,Opthalmology,N,medium,Medical Assistants,Other, Black, Male,44, United-States,0
48,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
51,10,Psychiatry,W,medium,Techs,Other, White, Female,44, United-States,0
49,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
64,8,Orthopedic,SW,minor-medium,Patient,Therapeutic, White, Male,22, United-States,0
26,15,Pulmonary,W,minor,Medical Assistants,Other, White, Female,33, United-States,0
52,12,Emergency,S,minor-medium,Gift Shop,Therapeutic, White, Male,46, United-States,1
37,10,Psychiatry,SW,minor-medium,Dietitian,Therapeutic, White, Male,56, United-States,0
66,14,Gynecology/Urology,N,minor-medium,Techs,Therapeutic, Black, Male,44, United-States,0
37,15,Pulmonary,N,minor-medium,Gift Shop,Therapeutic, White, Male,52, United-States,1
63,2,Cardiology,SW,minor-medium,Surgeons,Therapeutic, White, Male,19, United-States,0
60,18,Neurosciences,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
30,15,Pulmonary,W,minor,Medical Assistants,Other, White, Female,44, United-States,0
38,10,Psychiatry,W,minor,Nurse,Other, Asian-Pac-Islander, Male,44, Cambodia,0
59,15,Pulmonary,W,high,Patient,Other, Black, Female,49, United-States,1
64,12,Emergency,SW,minor-medium,Therapist,Surgical, White, Female,88, United-States,1
57,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, Other, Male,44, Columbia,0
46,10,Psychiatry,W,minor-medium,Dietitian,Surgical, White, Female,44, United-States,0
48,12,Emergency,SE,minor-medium,Patient,Therapeutic, White, Male,88, United-States,0
19,9,Gastroenterology,W,minor,Techs,Anesthesia, White, Female,27, United-States,0
53,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
47,13,Opthalmology,SW,high,Patient,Other, White, Male,27, United-States,0
26,12,Emergency,W,minor,ER doctors,Anesthesia, White, Male,33, United-States,0
50,10,Psychiatry,SE,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
25,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, Black, Female,44, United-States,0
39,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,49, United-States,1
39,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, Black, Male,44, Haiti,0
28,10,Psychiatry,W,minor,Techs,Other, White, Male,26, United-States,0
35,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
47,12,Emergency,W,minor-medium,Dietitian,Surgical, White, Female,55, United-States,1
42,13,Opthalmology,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
66,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
22,10,Psychiatry,W,minor,ER doctors,Anesthesia, White, Male,38, United-States,0
40,12,Emergency,SW,minor-medium,Medical Assistants,Surgical, White, Female,22, United-States,0
35,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
37,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,0
55,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,1
40,15,Pulmonary,S,minor-medium,Dietitian,Surgical, White, Female,55, United-States,1
40,10,Psychiatry,W,minor-medium,Techs,Surgical, White, Female,33, United-States,1
53,12,Emergency,W,high,Dietitian,Other, White, Male,49, United-States,1
51,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,55, United-States,0
37,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
26,15,Pulmonary,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
62,10,Psychiatry,W,medium-high,Surgeons,Diagnostic, White, Male,55, United-States,0
41,12,Emergency,S,minor-medium,Gift Shop,Therapeutic, White, Male,66, United-States,1
27,15,Pulmonary,W,minor,Techs,Other, White, Female,40, United-States,0
37,10,Psychiatry,SE,minor-medium,Patient,Therapeutic, White, Male,59, ?,1
25,15,Pulmonary,W,minor,Therapist,Anesthesia, Asian-Pac-Islander, Male,44, United-States,0
40,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
31,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,57, Yugoslavia,1
59,12,Emergency,W,minor,Patient,Other, White, Male,44, United-States,1
40,10,Psychiatry,W,minor-medium,Techs,Surgical, Asian-Pac-Islander, Female,66, Philippines,0
45,16,Pediatrics,W,minor,Patient,Other, White, Male,55, United-States,1
42,12,Emergency,NW,medium,Dietitian,Diagnostic, Black, Female,40, United-States,0
40,15,Pulmonary,S,minor,Lab,Anesthesia, White, Female,46, United-States,0
19,10,Psychiatry,W,minor,Techs,Anesthesia, White, Female,33, ?,0
49,16,Pediatrics, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,0
57,10,Psychiatry,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
40,15,Pulmonary,NW,minor-medium,Dietitian,Therapeutic, White, Male,39, United-States,1
23,10,Psychiatry,W,minor,ER doctors,Propaedeutic, White, Male,41, Jamaica,0
27,15,Pulmonary,W,minor,ER doctors,Anesthesia, White, Male,44, United-States,0
29,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
59,8,Orthopedic,W,high,Medical Assistants,Other, White, Male,44, United-States,1
27,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, Other, Male,55, United-States,0
68,15,Pulmonary,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
26,10,Psychiatry,W,minor-medium,Therapist,Surgical, White, Female,44, United-States,1
52,15,Pulmonary,W,high,Dietitian,Other, Black, Female,44, United-States,0
37,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
26,12,Emergency, ?,minor, ?,Other, Asian-Pac-Islander, Male,55, South,1
49,12,Emergency,NW,high,Dietitian,Diagnostic, White, Female,44, United-States,0
39,10,Psychiatry,W,high,Patient,Diagnostic, White, Male,49, United-States,0
45,12,Emergency,W,high,Therapist,Other, White, Female,16, United-States,0
70,14,Gynecology/Urology,W,minor,Dietitian,Propaedeutic, White, Female,33, United-States,0
50,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
84,3,Anaesthesiology, ?,minor-medium, ?,Therapeutic, White, Male,22, United-States,0
37,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,0
37,14,Gynecology/Urology,W,minor-medium,Lab,Therapeutic, White, Male,11, United-States,0
36,10,Psychiatry,SW,minor-medium,Therapist,Therapeutic, White, Male,72, United-States,0
73,16,Pediatrics, ?,minor-medium, ?,Therapeutic, Black, Male,44, United-States,1
37,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
50,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
58,15,Pulmonary,N,minor-medium,Patient,Therapeutic, White, Male,52, United-States,1
58,12,Emergency,N,high,Medical Assistants,Other, White, Male,49, United-States,0
38,13,Opthalmology,W,high,Techs,Diagnostic, White, Female,38, United-States,0
53,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,57, United-States,1
46,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,52, United-States,1
45,12,Emergency,W,minor-medium,Nurse,Therapeutic, Black, Male,44, United-States,1
26,12,Emergency,W,minor,Lab,Anesthesia, White, Female,22, United-States,0
31,15,Pulmonary,W,minor-medium,Surgeons,Therapeutic, White, Male,22, United-States,0
51,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,27, United-States,0
63,10,Psychiatry,W,medium-high,Patient,Diagnostic, White, Male,57, Mexico,1
57,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
38,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,49, United-States,0
24,12,Emergency, ?,minor, ?,Anesthesia, White, Male,33, United-States,0
48,9,Gastroenterology,W,high,Nurse,Diagnostic, White, Female,44, United-States,0
63,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
45,14,Gynecology/Urology,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
36,10,Psychiatry,SW,minor-medium,Surgeons,Therapeutic, White, Male,66, United-States,0
51,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
75,10,Psychiatry,W,medium-high,Medical Assistants,Other, White, Female,44, United-States,0
37,16,Pediatrics,SE,medium,Dietitian,Other, White, Female,44, United-States,1
64,8,Orthopedic,W,high,Techs,Other, Black, Female,38, United-States,0
72,15,Pulmonary,SE,minor-medium,Therapist,Therapeutic, White, Male,28, United-States,1
26,10,Psychiatry,W,minor-medium,ER doctors,Anesthesia, White, Male,38, United-States,0
53,6,Radiology,SW,minor-medium,Patient,Therapeutic, White, Male,44, Canada,0
67,10,Psychiatry, ?,minor-medium, ?,Therapeutic, White, Male,6, United-States,0
25,12,Emergency, ?,minor, ?,Anesthesia, White, Female,11, United-States,0
46,10,Psychiatry,W,medium,Therapist,Other, White, Female,33, United-States,0
44,12,Emergency,SW,minor-medium,Patient,Therapeutic, White, Male,66, United-States,0
38,15,Pulmonary,W,high,Patient,Diagnostic, White, Female,44, United-States,0
29,15,Pulmonary,SW,minor,Dietitian,Anesthesia, White, Female,44, United-States,0
